EAN,Sales,Size,SoldPrice,BoughtPrice,ItemGroupName
17332663,9,25-30,14,11,2,Socks
38964440,4,30-36,12,9,6,Socks
30487620,0,32C,60,43,2,Bra
15523097,7,32B,32,27,2,Bra
40170965,9,36C,35,29,75,Bra
49540995,4,30-36,7,5,11,Socks
93671126,3,XL,33,23,76,Top
18358469,2,25-30,12,8,88,Socks
12736724,2,32W/32L,99,73,26,Pants
39278940,5,25-30,8,6,4,Socks
80896265,4,28W/30L,44,37,84,Pants
78189379,7,28W/30L,92,77,28,Pants
84598951,3,30-36,11,7,92,Socks
79287314,8,XL,39,32,37,Top
28561435,6,32C,43,36,98,Bra
41940983,3,36D,40,33,6,Bra
89051843,8,32A,59,46,02,Bra
77365514,7,One Size,9,6,57,Socks
49540995,1,30-36,7,5,11,Socks
12824695,9,32W/32L,111,81,03,Pants
66642205,0,S,64,46,72,Top
19501403,1,S,25,20,25,Top
37673727,9,XXS,41,35,26,Top
96825175,4,30W/32L,52,37,96,Pants
34616971,0,M,22,15,4,Top
18768360,5,32W/32L,72,56,16,Pants
93604666,7,3XL,68,55,08,Top
21781579,0,32C,45,37,8,Bra
40851080,2,2XL,70,52,5,Top
77225620,2,34W/34L,61,50,63,Pants
40271090,1,32W/32L,46,36,8,Pants
76486556,9,36C,49,39,69,Bra
45448705,0,32W/32L,85,70,55,Pants
71197640,6,XXS,31,26,97,Top
79088311,0,28W/30L,83,62,25,Pants
26074186,4,28W/30L,87,66,12,Pants
55536618,2,36DD,62,44,64,Bra
99703954,3,32A,33,26,73,Bra
61497837,1,25-30,9,7,74,Socks
34616971,7,M,22,15,4,Top
74675633,4,M,51,44,88,Top
40851080,6,2XL,70,52,5,Top
22177821,0,25-30,14,10,36,Socks
49563928,1,36D,69,57,27,Bra
98853164,7,32BB,40,32,Bra
18270156,5,One Size,5,4,Socks
62563778,3,36DD,50,44,5,Bra
99228146,8,36D,46,34,04,Bra
79287314,8,XL,39,32,37,Top
74032841,4,30-36,5,3,85,Socks
30660956,5,2XL,52,45,24,Top
91165885,7,S,64,44,8,Top
28938252,3,32BB,45,38,25,Bra
81516679,4,32W/32L,114,93,48,Pants
65751040,8,32C,30,22,8,Bra
74675633,1,M,51,44,88,Top
30057452,3,One Size,13,9,49,Socks
80884426,6,X242S,63,50,4,Top
86947402,1,36C,55,41,25,Bra
68932616,9,36W/34L,88,77,44,Pants
57743035,0,25-30,9,7,02,Socks
30660956,3,2XL,52,45,24,Top
81516679,4,32W/32L,114,93,48,Pants
44419170,4,25-30,6,5,28,Socks
68421223,3,32W/32L,83,70,55,Pants
27917118,1,36DD,48,39,84,Bra
81759114,3,36D,51,37,23,Bra
85314026,4,30-36,13,10,01,Socks
18277392,2,30-36,10,7,6,Socks
11377782,0,30W/32L,78,55,38,Pants
46017504,3,2XS,22,17,6,Top
60997676,4,36W/34L,86,68,8,Pants
35931417,4,25-30,10,8,3,Socks
94884243,1,One Size,7,5,25,Socks
44419170,0,25-30,6,5,28,Socks
22177821,5,25-30,14,10,36,Socks
45448705,7,32W/32L,85,70,55,Pants
96882371,0,36D,58,48,14,Bra
10417089,1,36D,54,38,34,Bra
91165885,6,S,64,44,8,Top
35347959,2,34W/34L,50,40,5,Pants
32505627,6,32BB,38,33,44,Bra
65844922,2,36DD,40,29,6,Bra
84833522,6,32B,46,40,48,Bra
56166145,9,30-36,9,6,57,Socks
18194004,8,3XL,52,38,48,Top
14795153,3,34W/34L,118,90,86,Pants
18277392,1,30-36,10,7,6,Socks
89663991,6,30-36,5,3,7,Socks
68663069,1,30-36,5,4,05,Socks
97838150,5,One Size,12,9,24,Socks
12824695,4,32W/32L,111,81,03,Pants
94634614,2,25-30,12,8,4,Socks
71197640,9,XXS,31,26,97,Top
52183299,0,32A,32,26,88,Bra
38019573,4,2XL,43,30,53,Top
57743035,9,25-30,9,7,02,Socks
63861141,5,25-30,5,4,2,Socks
51399878,7,30W/32L,71,54,67,Pants
29831491,8,32A,49,35,28,Bra
77225620,3,34W/34L,61,50,63,Pants
60744968,6,2XL,68,51,68,Top
46703066,2,32B,49,40,18,Bra
72090082,5,34W/34L,83,72,21,Pants
71216187,3,One Size,5,4,35,Socks
50479122,6,25-30,7,5,11,Socks
76141706,2,36C,55,38,5,Bra
46294096,3,XL,46,37,72,Top
78924629,4,36C,35,30,1,Bra
96825175,1,30W/32L,52,37,96,Pants
50479122,5,25-30,7,5,11,Socks
65861215,3,32C,38,26,6,Bra
78220526,5,30W/32L,77,59,29,Pants
34154636,8,L,70,50,4,Top
37673727,5,XXS,41,35,26,Top
83369023,7,32C,34,25,5,Bra
31639049,2,L,45,34,65,Top
93671126,1,XL,33,23,76,Top
37530582,1,36W/34L,72,60,48,Pants
63861141,9,25-30,5,4,2,Socks
49540995,6,30-36,7,5,11,Socks
99915579,6,32A,50,35,Bra
82078990,3,XL,20,17,4,Top
93498300,7,30-36,5,3,5,Socks
93943429,6,30-36,14,9,8,Socks
55594734,0,30-36,6,4,8,Socks
82743561,6,30-36,11,8,25,Socks
82618717,0,28W/30L,42,31,92,Pants
42457151,5,32BB,34,25,16,Bra
66642205,1,S,64,46,72,Top
79088311,4,28W/30L,83,62,25,Pants
17941206,2,25-30,6,4,56,Socks
14795153,0,34W/34L,118,90,86,Pants
11276472,0,36W/34L,72,59,04,Pants
28624594,2,30W/32L,68,55,08,Pants
30057452,8,One Size,13,9,49,Socks
62257242,9,One Size,5,3,85,Socks
79287314,8,XL,39,32,37,Top
56166145,3,30-36,9,6,57,Socks
11884539,7,L,55,39,05,Top
60015955,9,28W/30L,51,36,72,Pants
15928860,6,25-30,14,10,5,Socks
77365514,4,One Size,9,6,57,Socks
86281541,2,36C,35,27,3,Bra
94634614,5,25-30,12,8,4,Socks
68663069,4,30-36,5,4,05,Socks
82362131,3,S,53,41,34,Top
60015955,6,28W/30L,51,36,72,Pants
28561435,7,32C,43,36,98,Bra
22177821,1,25-30,14,10,36,Socks
17941206,4,25-30,6,4,56,Socks
18358469,7,25-30,12,8,88,Socks
84833522,6,32B,46,40,48,Bra
55536618,8,36DD,62,44,64,Bra
30057452,4,One Size,13,9,49,Socks
76486556,1,36C,49,39,69,Bra
31078666,3,34W/34L,94,69,56,Pants
97838150,2,One Size,12,9,24,Socks
66642205,8,S,64,46,72,Top
12736724,1,32W/32L,99,73,26,Pants
18194004,3,3XL,52,38,48,Top
79287314,7,XL,39,32,37,Top
71216187,5,One Size,5,4,35,Socks
11884539,5,L,55,39,05,Top
42205716,4,2XL,31,23,25,Top
74675633,3,M,51,44,88,Top
30195926,0,32B,31,23,87,Bra
77070174,8,32B,35,25,9,Bra
77365514,0,One Size,9,6,57,Socks
50152870,5,36D,66,51,48,Bra
62238080,3,S,38,27,36,Top
93498300,9,30-36,5,3,5,Socks
34154636,9,L,70,50,4,Top
28624594,8,30W/32L,68,55,08,Pants
13302559,5,2XS,65,48,1,Top
77365514,6,One Size,9,6,57,Socks
16494546,2,One Size,8,6,32,Socks
35292967,2,36W/34L,68,47,6,Pants
19883231,9,3XS,73,52,56,Top
19501403,5,S,25,20,25,Top
79287314,8,XL,39,32,37,Top
70641969,7,28W/30L,60,52,2,Pants
98694948,1,32A,55,41,25,Bra
12824695,5,32W/32L,111,81,03,Pants
93603411,1,32W/32L,63,45,36,Pants
37530582,5,36W/34L,72,60,48,Pants
98194322,4,32C,51,43,35,Bra
55594734,0,30-36,6,4,8,Socks
24857959,0,36D,67,54,27,Bra
41134767,0,32W/32L,118,97,94,Pants
40170965,7,36C,35,29,75,Bra
56166145,1,30-36,9,6,57,Socks
73489300,3,30-36,9,7,56,Socks
19009398,4,2XS,50,41,Top
15896685,2,30W/32L,67,56,95,Pants
34645425,3,25-30,14,10,36,Socks
63111381,8,30-36,13,9,1,Socks
99221141,1,36DD,57,45,03,Bra
18277392,8,30-36,10,7,6,Socks
40170965,6,36C,35,29,75,Bra
47109521,4,XXS,49,35,77,Top
15053519,0,3XL,34,26,86,Top
63096181,1,32W/32L,106,90,1,Pants
37609437,3,2XS,37,26,64,Top
16494546,0,One Size,8,6,32,Socks
10417089,9,36D,54,38,34,Bra
27891564,7,XL,29,22,33,Top
44844856,9,M,55,47,3,Top
89051843,5,32A,59,46,02,Bra
55081920,6,32C,41,34,85,Bra
84150951,0,3XS,39,33,93,Top
99703954,4,32A,33,26,73,Bra
84833522,5,32B,46,40,48,Bra
80884426,6,X242S,63,50,4,Top
98853164,4,32BB,40,32,Bra
27917118,6,36DD,48,39,84,Bra
41085795,2,36W/34L,82,65,6,Pants
47676789,6,36W/34L,104,91,52,Pants
73489300,4,30-36,9,7,56,Socks
84833522,2,32B,46,40,48,Bra
62238080,0,S,38,27,36,Top
30487620,8,32C,60,43,2,Bra
31639049,5,L,45,34,65,Top
78576090,3,32A,33,27,72,Bra
78924629,0,36C,35,30,1,Bra
83420789,6,25-30,7,6,09,Socks
78220526,1,30W/32L,77,59,29,Pants
33736161,1,2XL,32,27,2,Top
33195864,3,25-30,6,5,22,Socks
61096541,6,30W/32L,76,55,48,Pants
55536618,2,36DD,62,44,64,Bra
90331544,2,32W/32L,99,88,11,Pants
57231733,8,30W/32L,94,78,02,Pants
71216187,7,One Size,5,4,35,Socks
97838150,3,One Size,12,9,24,Socks
33195864,5,25-30,6,5,22,Socks
45017288,6,32C,57,42,75,Bra
94550707,6,S,60,42,Top
89663991,9,30-36,5,3,7,Socks
14795153,6,34W/34L,118,90,86,Pants
86947402,0,36C,55,41,25,Bra
30487620,1,32C,60,43,2,Bra
52012304,7,30-36,6,5,16,Socks
62563778,4,36DD,50,44,5,Bra
46294096,1,XL,46,37,72,Top
68421223,1,32W/32L,83,70,55,Pants
11884539,2,L,55,39,05,Top
41940983,3,36D,40,33,6,Bra
86281541,3,36C,35,27,3,Bra
70289842,1,32W/32L,89,71,2,Pants
61156168,4,30W/32L,67,48,91,Pants
94884243,6,One Size,7,5,25,Socks
82618717,4,28W/30L,42,31,92,Pants
28561435,8,32C,43,36,98,Bra
97534688,4,34W/34L,102,74,46,Pants
50915857,6,32A,57,49,02,Bra
15928860,8,25-30,14,10,5,Socks
78393615,2,25-30,7,5,88,Socks
39278940,2,25-30,8,6,4,Socks
40170965,5,36C,35,29,75,Bra
49874414,5,28W/30L,96,76,8,Pants
30195926,8,32B,31,23,87,Bra
38964440,5,30-36,12,9,6,Socks
52183299,6,32A,32,26,88,Bra
27917118,2,36DD,48,39,84,Bra
19289054,8,2XL,44,30,8,Top
15896685,2,30W/32L,67,56,95,Pants
85314026,2,30-36,13,10,01,Socks
67955878,8,2XS,70,58,1,Top
39278940,0,25-30,8,6,4,Socks
28561435,8,32C,43,36,98,Bra
34645425,4,25-30,14,10,36,Socks
81759114,4,36D,51,37,23,Bra
18194004,8,3XL,52,38,48,Top
76486556,2,36C,49,39,69,Bra
74048980,4,34W/34L,82,69,7,Pants
30195926,2,32B,31,23,87,Bra
45151546,1,30W/32L,47,34,31,Pants
62238080,3,S,38,27,36,Top
49540995,6,30-36,7,5,11,Socks
31480398,5,28W/30L,91,63,7,Pants
41940983,9,36D,40,33,6,Bra
28576327,0,3XL,78,63,18,Top
37757066,3,L,56,47,04,Top
94906647,2,32C,33,23,1,Bra
41940983,2,36D,40,33,6,Bra
86947402,7,36C,55,41,25,Bra
78393615,2,25-30,7,5,88,Socks
61156168,0,30W/32L,67,48,91,Pants
30262545,5,32W/32L,76,61,56,Pants
18194004,8,3XL,52,38,48,Top
22177821,9,25-30,14,10,36,Socks
63861141,4,25-30,5,4,2,Socks
95675765,2,L,31,26,35,Top
19009398,5,2XS,50,41,Top
94550707,4,S,60,42,Top
42457151,3,32BB,34,25,16,Bra
89482398,1,30-36,6,4,74,Socks
60015955,8,28W/30L,51,36,72,Pants
68421223,6,32W/32L,83,70,55,Pants
29859355,8,One Size,10,8,3,Socks
38964440,9,30-36,12,9,6,Socks
91286214,2,32C,66,56,1,Bra
12736724,7,32W/32L,99,73,26,Pants
22529951,7,36W/34L,81,72,09,Pants
12736724,8,32W/32L,99,73,26,Pants
63953794,2,XL,50,39,Top
46294096,4,XL,46,37,72,Top
33195864,4,25-30,6,5,22,Socks
41940983,1,36D,40,33,6,Bra
28624594,6,30W/32L,68,55,08,Pants
52012304,5,30-36,6,5,16,Socks
41030113,7,36DD,64,47,36,Bra
60744968,2,2XL,68,51,68,Top
50479122,1,25-30,7,5,11,Socks
33736161,1,2XL,32,27,2,Top
71197640,1,XXS,31,26,97,Top
82078990,6,XL,20,17,4,Top
98194322,8,32C,51,43,35,Bra
80896265,1,28W/30L,44,37,84,Pants
89663991,5,30-36,5,3,7,Socks
77365514,0,One Size,9,6,57,Socks
37609437,4,2XS,37,26,64,Top
32737776,5,X242S,26,22,62,Top
94906647,0,32C,33,23,1,Bra
85314026,8,30-36,13,10,01,Socks
70289842,5,32W/32L,89,71,2,Pants
97534688,0,34W/34L,102,74,46,Pants
77070174,6,32B,35,25,9,Bra
81759114,2,36D,51,37,23,Bra
46495873,3,M,78,64,74,Top
77070174,8,32B,35,25,9,Bra
49563928,3,36D,69,57,27,Bra
18277392,6,30-36,10,7,6,Socks
41134767,0,32W/32L,118,97,94,Pants
79278946,5,X242S,42,30,66,Top
97534688,0,34W/34L,102,74,46,Pants
51399878,7,30W/32L,71,54,67,Pants
33736161,5,2XL,32,27,2,Top
22177821,6,25-30,14,10,36,Socks
95675765,8,L,31,26,35,Top
96064687,2,32C,32,28,48,Bra
63096181,8,32W/32L,106,90,1,Pants
13302559,8,2XS,65,48,1,Top
27917118,1,36DD,48,39,84,Bra
63111381,9,30-36,13,9,1,Socks
57231733,3,30W/32L,94,78,02,Pants
50479122,9,25-30,7,5,11,Socks
93671126,2,XL,33,23,76,Top
31480398,8,28W/30L,91,63,7,Pants
32505627,2,32BB,38,33,44,Bra
30262545,5,32W/32L,76,61,56,Pants
31669966,1,2XL,41,36,08,Top
25434681,0,32B,41,35,26,Bra
19662552,5,30W/32L,53,47,17,Pants
55536618,1,36DD,62,44,64,Bra
15053519,7,3XL,34,26,86,Top
49540995,4,30-36,7,5,11,Socks
96825175,2,30W/32L,52,37,96,Pants
74530492,7,32A,61,48,19,Bra
39278940,9,25-30,8,6,4,Socks
31669966,3,2XL,41,36,08,Top
77225620,8,34W/34L,61,50,63,Pants
93671126,8,XL,33,23,76,Top
57852105,0,30W/32L,99,80,19,Pants
99886661,4,L,63,45,99,Top
82078990,8,XL,20,17,4,Top
68421223,5,32W/32L,83,70,55,Pants
80896265,5,28W/30L,44,37,84,Pants
78274474,7,36C,66,52,8,Bra
21064376,7,32A,34,28,56,Bra
17941206,8,25-30,6,4,56,Socks
62171578,1,XXS,71,55,38,Top
19501403,2,S,25,20,25,Top
45017288,4,32C,57,42,75,Bra
35292967,9,36W/34L,68,47,6,Pants
94634614,7,25-30,12,8,4,Socks
78924629,8,36C,35,30,1,Bra
18769637,0,30-36,7,5,18,Socks
52075918,8,L,70,55,3,Top
30205013,8,30W/32L,72,60,48,Pants
79422752,1,X242S,74,59,94,Top
93419668,9,25-30,10,7,3,Socks
26074186,4,28W/30L,87,66,12,Pants
98694948,5,32A,55,41,25,Bra
24857959,6,36D,67,54,27,Bra
69651883,2,36D,64,50,56,Bra
52075918,1,L,70,55,3,Top
81759114,1,36D,51,37,23,Bra
81759114,9,36D,51,37,23,Bra
65844922,2,36DD,40,29,6,Bra
