EAN;Sales;Size;SoldPrice;BoughtPrice;ItemGroupName
35679700;0;28W/30L;72;61,92;Pants
83542926;7;One Size;11;9,35;Socks
12153824;6;25-30;6;5,04;Socks
73118782;6;L;23;17,48;Top
16928132;8;28W/30L;118;102,66;Pants
50059842;9;L;40;34,4;Top
61010259;0;25-30;7;5,67;Socks
22537589;7;L;43;33,11;Top
22537589;1;L;43;33,11;Top
50398178;6;One Size;10;7,2;Socks
47935744;2;One Size;5;4,05;Socks
92352394;9;34W/34L;115;101,2;Pants
84878161;6;32W/32L;75;55,5;Pants
51675931;9;32C;64;51,2;Bra
12547035;2;One Size;11;9,24;Socks
54685749;2;S;27;20,52;Top
86877334;8;32A;67;47,57;Bra
20028381;9;XL;43;35,69;Top
68744567;1;30-36;9;6,66;Socks
71655109;4;30W/32L;104;88,4;Pants
83007387;0;M;25;18,5;Top
64915803;7;32W/32L;90;64,8;Pants
37963165;1;L;75;64,5;Top
56838610;1;32BB;48;40,8;Bra
60532016;8;25-30;12;10,2;Socks
76521211;4;25-30;10;8,8;Socks
92917892;5;25-30;6;4,8;Socks
21277357;2;25-30;9;7,2;Socks
82945602;3;30W/32L;65;50,05;Pants
88547337;0;32A;37;27,01;Bra
38949408;3;28W/30L;65;55,9;Pants
21277357;8;25-30;9;7,2;Socks
71045618;7;36W/34L;49;39,2;Pants
31604717;4;30W/32L;110;82,5;Pants
70334086;2;25-30;11;9,02;Socks
39785001;7;S;27;19,98;Top
62933597;4;30-36;9;6,75;Socks
74344301;0;30W/32L;110;93,5;Pants
92389896;2;32C;56;48,72;Bra
41988075;6;2XL;63;54,81;Top
86588000;4;One Size;7;6,02;Socks
62244011;7;32W/32L;109;95,92;Pants
46744803;2;L;73;58,4;Top
31258423;2;25-30;8;6,8;Socks
43825232;7;32A;42;35,28;Bra
42907883;8;30-36;11;9,46;Socks
83542926;0;One Size;11;9,35;Socks
51675931;4;32C;64;51,2;Bra
43749478;4;One Size;7;5,18;Socks
64915803;1;32W/32L;90;64,8;Pants
50398178;9;One Size;10;7,2;Socks
31258423;6;25-30;8;6,8;Socks
71864404;7;XL;45;37,35;Top
35060855;9;36C;67;59,63;Bra
61793969;2;32B;30;21,6;Bra
86588000;1;One Size;7;6,02;Socks
65259673;7;30-36;7;4,97;Socks
56838610;7;32BB;48;40,8;Bra
86877334;8;32A;67;47,57;Bra
15101849;9;32BB;58;44,08;Bra
74866303;4;L;42;36,54;Top
56838610;1;32BB;48;40,8;Bra
83981664;2;S;59;44,84;Top
93217748;9;25-30;11;8,03;Socks
12069170;6;32B;30;26,7;Bra
16264541;7;36D;36;27,72;Bra
76521211;6;25-30;10;8,8;Socks
17130140;9;36W/34L;67;57,62;Pants
58744201;3;32C;45;34,2;Bra
36792183;2;2XL;52;37,44;Top
83007387;1;M;25;18,5;Top
16264541;6;36D;36;27,72;Bra
82550627;9;3XS;60;49,2;Top
37440646;8;36D;44;30,8;Bra
56010158;8;32BB;63;51,66;Bra
48088795;3;36W/34L;76;56,24;Pants
48167369;1;32BB;48;42,72;Bra
43749478;6;One Size;7;5,18;Socks
88547337;4;32A;37;27,01;Bra
65259673;6;30-36;7;4,97;Socks
28673434;0;XL;52;44,72;Top
14772304;5;36C;50;38,5;Bra
53026968;6;30-36;9;7,02;Socks
95071811;1;30W/32L;102;80,58;Pants
47394035;8;M;36;30,24;Top
88725642;2;25-30;8;6,4;Socks
65259673;1;30-36;7;4,97;Socks
39432883;1;32BB;46;39,56;Bra
14772304;6;36C;50;38,5;Bra
30948315;7;3XL;66;52,8;Top
89542156;6;3XS;32;25,28;Top
36050933;9;3XS;62;55,18;Top
81423380;1;32W/32L;53;44,52;Pants
20580459;3;One Size;5;3,8;Socks
31258423;7;25-30;8;6,8;Socks
68689815;1;36DD;46;35,42;Bra
87344664;5;25-30;12;8,76;Socks
15101849;2;32BB;58;44,08;Bra
37440646;5;36D;44;30,8;Bra
74344301;4;30W/32L;110;93,5;Pants
86588000;8;One Size;7;6,02;Socks
13065190;3;36C;59;51,33;Bra
90013098;5;3XS;50;39,5;Top
50059842;9;L;40;34,4;Top
37440646;0;36D;44;30,8;Bra
75157219;6;36DD;44;36,08;Bra
62244011;7;32W/32L;109;95,92;Pants
51675931;8;32C;64;51,2;Bra
39639736;1;36DD;46;39,56;Bra
34942106;2;One Size;12;8,4;Socks
88313115;8;L;32;26,24;Top
94458957;4;28W/30L;96;83,52;Pants
12547035;6;One Size;11;9,24;Socks
20466176;0;28W/30L;49;36,75;Pants
89654012;0;2XS;39;28,86;Top
28526060;8;3XS;48;36,48;Top
29251150;9;30W/32L;56;48,72;Pants
28526060;6;3XS;48;36,48;Top
52091023;8;30-36;6;4,86;Socks
97102674;8;36W/34L;95;67,45;Pants
71655109;8;30W/32L;104;88,4;Pants
67525239;4;30W/32L;62;45,26;Pants
36027784;3;28W/30L;108;93,96;Pants
12737152;7;32W/32L;59;49,56;Pants
40792150;0;36C;37;32,56;Bra
28673434;4;XL;52;44,72;Top
20082328;4;25-30;13;10,01;Socks
13721035;2;M;29;23,2;Top
52091023;0;30-36;6;4,86;Socks
47634677;2;36C;67;50,25;Bra
97481108;8;30-36;14;12,32;Socks
23181573;0;XXS;70;58,8;Top
32233049;0;28W/30L;107;94,16;Pants
30661550;7;32A;64;53,12;Bra
21269595;2;36DD;49;34,79;Bra
14772304;6;36C;50;38,5;Bra
88547337;3;32A;37;27,01;Bra
42279958;1;X242S;66;50,82;Top
54685749;4;S;27;20,52;Top
30661550;6;32A;64;53,12;Bra
65102804;3;X242S;72;59,76;Top
39639736;9;36DD;46;39,56;Bra
16928132;3;28W/30L;118;102,66;Pants
49461268;3;25-30;10;7,5;Socks
31604717;2;30W/32L;110;82,5;Pants
28640111;9;36DD;31;27,28;Bra
27488467;9;36W/34L;44;32,12;Pants
21269595;1;36DD;49;34,79;Bra
85696766;5;One Size;14;10,78;Socks
47935744;6;One Size;5;4,05;Socks
42279958;3;X242S;66;50,82;Top
39142757;4;XL;36;30,96;Top
71574686;3;30-36;14;10,78;Socks
93130180;2;28W/30L;82;64,78;Pants
77942251;5;32C;60;51,6;Bra
67785212;0;30-36;10;7,3;Socks
49461268;0;25-30;10;7,5;Socks
86524661;8;34W/34L;81;58,32;Pants
58744201;3;32C;45;34,2;Bra
42279958;1;X242S;66;50,82;Top
28673434;7;XL;52;44,72;Top
52236776;5;25-30;13;9,23;Socks
58744201;4;32C;45;34,2;Bra
93217748;5;25-30;11;8,03;Socks
29312850;9;25-30;10;8,6;Socks
92352394;4;34W/34L;115;101,2;Pants
97584311;8;36D;55;43,45;Bra
94458957;0;28W/30L;96;83,52;Pants
71574686;0;30-36;14;10,78;Socks
35626922;6;3XL;67;55,61;Top
15942311;6;32W/32L;43;30,53;Pants
94458957;2;28W/30L;96;83,52;Pants
71655109;6;30W/32L;104;88,4;Pants
12153824;4;25-30;6;5,04;Socks
23181573;2;XXS;70;58,8;Top
56372134;9;One Size;14;11,76;Socks
71655109;6;30W/32L;104;88,4;Pants
20466176;7;28W/30L;49;36,75;Pants
56010158;1;32BB;63;51,66;Bra
59634869;7;32BB;61;48,19;Bra
31258423;5;25-30;8;6,8;Socks
35626922;0;3XL;67;55,61;Top
47394035;0;M;36;30,24;Top
90513139;2;One Size;7;4,97;Socks
37533089;4;32W/32L;56;48,72;Pants
20082328;1;25-30;13;10,01;Socks
38949408;2;28W/30L;65;55,9;Pants
61010259;0;25-30;7;5,67;Socks
17130140;8;36W/34L;67;57,62;Pants
54685749;8;S;27;20,52;Top
89542156;2;3XS;32;25,28;Top
56838610;7;32BB;48;40,8;Bra
39396776;8;36C;69;53,13;Bra
71864404;9;XL;45;37,35;Top
61369024;9;25-30;12;8,4;Socks
47935744;1;One Size;5;4,05;Socks
15101849;3;32BB;58;44,08;Bra
28526060;6;3XS;48;36,48;Top
39636382;8;2XL;64;53,12;Top
40487639;3;3XS;45;31,5;Top
73990844;5;XL;30;25,5;Top
32233049;5;28W/30L;107;94,16;Pants
92504514;1;3XS;25;21;Top
13786223;8;32A;69;61,41;Bra
78645291;1;25-30;7;6,23;Socks
86588000;1;One Size;7;6,02;Socks
89984241;5;30-36;5;3,6;Socks
47394035;5;M;36;30,24;Top
35679700;6;28W/30L;72;61,92;Pants
23181573;9;XXS;70;58,8;Top
16928132;6;28W/30L;118;102,66;Pants
92917892;1;25-30;6;4,8;Socks
71045618;4;36W/34L;49;39,2;Pants
12547035;7;One Size;11;9,24;Socks
71970927;3;30-36;9;6,48;Socks
56838610;3;32BB;48;40,8;Bra
51676376;8;XL;79;63,2;Top
87344664;5;25-30;12;8,76;Socks
85953123;4;32W/32L;73;61,32;Pants
43825232;2;32A;42;35,28;Bra
13721035;9;M;29;23,2;Top
22322658;2;XL;42;30,24;Top
20238725;7;One Size;10;8,6;Socks
71533673;4;L;50;43,5;Top
28980942;6;25-30;11;9,79;Socks
68508677;8;36D;44;31,24;Bra
68508677;4;36D;44;31,24;Bra
46949359;1;28W/30L;109;97,01;Pants
47394035;8;M;36;30,24;Top
14149936;6;32W/32L;98;72,52;Pants
89984241;9;30-36;5;3,6;Socks
46949359;1;28W/30L;109;97,01;Pants
37440646;7;36D;44;30,8;Bra
16928132;4;28W/30L;118;102,66;Pants
64715185;2;32C;31;23,25;Bra
50059842;8;L;40;34,4;Top
73542148;5;32C;55;40,7;Bra
55941502;2;3XS;25;20,5;Top
81885713;6;32W/32L;64;53,76;Pants
92352394;3;34W/34L;115;101,2;Pants
90513139;3;One Size;7;4,97;Socks
71462253;1;34W/34L;41;30,34;Pants
40487639;0;3XS;45;31,5;Top
13836303;1;32C;31;23,56;Bra
81423380;7;32W/32L;53;44,52;Pants
40310545;6;3XS;61;48,19;Top
47394035;4;M;36;30,24;Top
39597304;1;XXS;66;47,52;Top
12737152;1;32W/32L;59;49,56;Pants
62933597;1;30-36;9;6,75;Socks
40642664;1;30-36;14;12,18;Socks
97481108;7;30-36;14;12,32;Socks
78645291;0;25-30;7;6,23;Socks
93130180;7;28W/30L;82;64,78;Pants
39636382;9;2XL;64;53,12;Top
78645291;6;25-30;7;6,23;Socks
84878161;6;32W/32L;75;55,5;Pants
53026968;1;30-36;9;7,02;Socks
42279958;6;X242S;66;50,82;Top
22296648;8;X242S;41;34,85;Top
95071811;2;30W/32L;102;80,58;Pants
11397733;5;32W/32L;80;64,8;Pants
38151521;8;30-36;9;6,84;Socks
39043552;4;25-30;13;11,57;Socks
78863209;4;XL;57;44,46;Top
61369024;9;25-30;12;8,4;Socks
17357723;0;32C;30;23,7;Bra
28640111;0;36DD;31;27,28;Bra
22537589;3;L;43;33,11;Top
22322658;7;XL;42;30,24;Top
37440646;6;36D;44;30,8;Bra
13721035;4;M;29;23,2;Top
64915803;1;32W/32L;90;64,8;Pants
48167369;7;32BB;48;42,72;Bra
74866303;4;L;42;36,54;Top
83387129;2;25-30;5;3,65;Socks
68508677;7;36D;44;31,24;Bra
19397574;2;30W/32L;119;102,34;Pants
12069170;4;32B;30;26,7;Bra
53026968;7;30-36;9;7,02;Socks
17078879;4;32BB;40;30,8;Bra
89654012;0;2XS;39;28,86;Top
12363151;0;3XS;29;22,62;Top
40487639;9;3XS;45;31,5;Top
12547035;4;One Size;11;9,24;Socks
93271958;2;M;79;65,57;Top
51675931;0;32C;64;51,2;Bra
45497420;1;32B;30;22,8;Bra
71106464;1;36D;52;37,96;Bra
65102804;7;X242S;72;59,76;Top
55904128;8;XXS;53;37,1;Top
71106464;5;36D;52;37,96;Bra
17130140;1;36W/34L;67;57,62;Pants
14149936;9;32W/32L;98;72,52;Pants
59634869;2;32BB;61;48,19;Bra
46949359;2;28W/30L;109;97,01;Pants
39597304;9;XXS;66;47,52;Top
48088795;3;36W/34L;76;56,24;Pants
36027784;6;28W/30L;108;93,96;Pants
68744567;1;30-36;9;6,66;Socks
12547035;0;One Size;11;9,24;Socks
28980942;3;25-30;11;9,79;Socks
62244011;3;32W/32L;109;95,92;Pants
16928132;9;28W/30L;118;102,66;Pants
14149936;5;32W/32L;98;72,52;Pants
93130180;0;28W/30L;82;64,78;Pants
60532016;0;25-30;12;10,2;Socks
46949359;9;28W/30L;109;97,01;Pants
36050933;7;3XS;62;55,18;Top
60729314;9;32C;33;23,1;Bra
51215839;7;28W/30L;84;69,72;Pants
46744803;0;L;73;58,4;Top
45759707;2;M;57;40,47;Top
97102674;7;36W/34L;95;67,45;Pants
47935744;3;One Size;5;4,05;Socks
42907883;7;30-36;11;9,46;Socks
35626922;6;3XL;67;55,61;Top
52091023;5;30-36;6;4,86;Socks
50762015;1;One Size;11;9,57;Socks
97303969;3;36D;50;35,5;Bra
45497420;8;32B;30;22,8;Bra
13786223;8;32A;69;61,41;Bra
29251150;4;30W/32L;56;48,72;Pants
26172349;0;One Size;8;6,32;Socks
28640111;0;36DD;31;27,28;Bra
89654012;5;2XS;39;28,86;Top
98077344;9;32C;38;26,6;Bra
16928132;6;28W/30L;118;102,66;Pants
81885713;6;32W/32L;64;53,76;Pants
94620210;4;XL;21;15,33;Top
22537589;8;L;43;33,11;Top
78645291;2;25-30;7;6,23;Socks
12363151;6;3XS;29;22,62;Top
39636382;7;2XL;64;53,12;Top
68744567;0;30-36;9;6,66;Socks
60729314;9;32C;33;23,1;Bra
36027784;3;28W/30L;108;93,96;Pants
56010158;1;32BB;63;51,66;Bra
50059842;0;L;40;34,4;Top
98559854;7;34W/34L;43;30,1;Pants
39142757;4;XL;36;30,96;Top
71970927;2;30-36;9;6,48;Socks
71864404;1;XL;45;37,35;Top
28980942;9;25-30;11;9,79;Socks
61793969;0;32B;30;21,6;Bra
48088795;8;36W/34L;76;56,24;Pants
52236776;5;25-30;13;9,23;Socks
68508677;8;36D;44;31,24;Bra
47394035;1;M;36;30,24;Top
39396776;5;36C;69;53,13;Bra
61369024;8;25-30;12;8,4;Socks
98077344;3;32C;38;26,6;Bra
36050933;2;3XS;62;55,18;Top
71574686;1;30-36;14;10,78;Socks
38949408;6;28W/30L;65;55,9;Pants
40642664;3;30-36;14;12,18;Socks
48167369;9;32BB;48;42,72;Bra
34676123;4;36DD;53;38,69;Bra
35626922;9;3XL;67;55,61;Top
73118782;0;L;23;17,48;Top
51675931;4;32C;64;51,2;Bra
37440646;6;36D;44;30,8;Bra
30661550;7;32A;64;53,12;Bra
75592916;5;L;74;53,28;Top
83542926;8;One Size;11;9,35;Socks
78645291;0;25-30;7;6,23;Socks
47394035;2;M;36;30,24;Top
61441530;5;30W/32L;57;46,17;Pants
80427556;4;36W/34L;59;50,15;Pants
93271958;5;M;79;65,57;Top
46402712;0;34W/34L;84;71,4;Pants
75157219;3;36DD;44;36,08;Bra
35679700;9;28W/30L;72;61,92;Pants
50377032;1;30-36;14;10,22;Socks
31258423;5;25-30;8;6,8;Socks
39636382;8;2XL;64;53,12;Top
85953123;0;32W/32L;73;61,32;Pants
62244011;7;32W/32L;109;95,92;Pants
